timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-07-29T10:42:36,codecarbon,0765c776-9f17-4c56-b0ce-e53a05971642,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1046.4158945999998,0.006723656193470762,6.4254148165829695e-06,42.5,0.0,10.0,0.012353405651805574,0.0,0.0029065446747222235,0.015259950326527803,0.0,Pakistan,PAK,islamabad,,,Windows-11-10.0.26200-SP0,3.13.14,3.2.0,16,12th Gen Intel(R) Core(TM) i7-1260P,,,73.0435,33.7233,15.58526611328125,machine,N,1.0,0.0
